Номер серии ИС,Типономинал ИС,Номер ТУ,Технология,"Количество элементов, бит (для ЗУ)",Тип корпуса,Группа,Подргуппа
Б564-4,Б564ИП2-4 ВК,АЕЯР.431200.150-09ТУ,кмоп,160,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
Б564-4,Б564ИП3-4,бК0.347.064-04ТУ,кмоп,322,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
Б564-4,Б564ИП4-4,бК0.347.064-05ТУ,кмоп,122,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
Б564-4,Б564ИП5-4 ВК,АЕЯР.431200.150-18ТУ,кмоп,176,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
Б564-4,Б564ИП6-4,бК0.347.064-35ТУ,кмоп,122,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
Б564-4,Б564ИР2-4,бК0.347.064-11ТУ,кмоп,236,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
Б564-4,Б564ИР2-4 ВК,АЕЯР.431200.150-11ТУ,кмоп,236,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
Б564-4,Б564ИР6-4 ВК,АЕЯР.431200.150-23ТУ,кмоп,638,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
Б564-4,Б564ИР9-4,бК0.347.064-01ТУ,кмоп,207,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
Б564-4,Б564ИР11-4 ВК,АЕЯР.431200.150-15ТУ,кмоп,1100,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
Б564-4,Б564ИР16-4,бК0.347.064-37ТУ,кмоп,759,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
Б564-4,Б564КП1-4,бК0.347.064-02ТУ,кмоп,158,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
Б564-4,Б564КП1-4 ВК,АЕЯР.431200.150-02ТУ,кмоп,158,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
Б564-4,Б564КП2-4,бК0.347.064-06ТУ,кмоп,188,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
Б564-4,Б564КП2-4 ВК,АЕЯР.431200.150-06ТУ,кмоп,188,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
Б564-4,Б564КТ3-4 ВК,АЕЯР.431200.150-20ТУ,кмоп,52,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
Б564-4,Б564ЛА7-4,бК0.347.064-01ТУ,кмоп,64,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
Б564-4,Б564ЛА7-4 ВК,АЕЯР.431200.150-01ТУ,кмоп,64,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
Б564-4,Б564ЛА8-4,бК0.347.064-01ТУ,кмоп,60,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
Б564-4,Б564ЛА8-4 ВК,АЕЯР.431200.150-01ТУ,кмоп,60,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
Б564-4,Б564ЛА9-4,бК0.347.064ТУ21,кмоп,54,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
Б564-4,Б564ЛА9-4 ВК,АЕЯР.431200.150-21ТУ,кмоп,54,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
Б564-4,Б564ЛА9-4 НН,бК0.347.064-02ТУ,кмоп,72,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
Б564-4,Б564ЛА10-4,бК0.347.064-24ТУ,кмоп,30,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
Б564-4,Б564ЛА10-4 ВК,АЕЯР.431200.150-24ТУ,кмоп,30,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
Б564-4,Б564ЛЕ5-4,бК0.347.064ТУ13,кмоп,49,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
Б564-4,Б564ЛЕ5-4 ВК,АЕЯР.431200.150-13ТУ,кмоп,49,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
Б564-4,Б564ЛЕ5-4 НН,бК0.347.064-29ТУ,кмоп,64,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
Б564-4,Б564ЛЕ6-4,бК0.347.064ТУ13,кмоп,49,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
Б564-4,Б564ЛЕ6-4 ВК,АЕЯР.431200.150-13ТУ,кмоп,49,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
Б564-4,Б564ЛЕ6-4 НН,бК0.347.064-29ТУ,кмоп,60,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
Б564-4,Б564ЛЕ10-4,БК0.347.064ТУ21,кмоп,54,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
Б564-4,Б564ЛЕ10-4 ВК,АЕЯР.431200.150-21ТУ,кмоп,54,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
Б564-4,Б564ЛЕ10-4 НН,бК0.347.064-02ТУ,кмоп,72,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
Б564-4,Б564ЛН1-4 ВК,АЕЯР.431200.150-09ТУ,кмоп,106,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
Б564-4,Б564ЛН2-4,бК0.347.064-02ТУ,кмоп,19,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
Б564-4,Б564ЛН2-4 ВК,АЕЯР.431200.150-02ТУ,кмоп,19,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
Б564-4,Б564ЛП2-4,бК0.347.064ТУ13,кмоп,65,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
Б564-4,Б564ЛП2-4 ВК,АЕЯР.431200.150-13ТУ,кмоп,65,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
Б564-4,Б564ЛП2-4 НН,бК0.347.064-29ТУ,кмоп,80,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
Б564-4,Б564ЛП13-4,бК0.347.064-01ТУ,кмоп,109,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
Б564-4,Б564ЛП13-4 ВК,АЕЯР.431200.150-01ТУ,кмоп,109,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
Б564-4,Б564ЛС1-4,бК0.347.064-29ТУ,кмоп,96,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
Б564-4,Б564ЛС2-4 ВК,АЕЯР.431200.150-07ТУ,кмоп,82,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
Б564-4,Б564ПР1-4,бК0.347.064-35ТУ,кмоп,314,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
Б564-4,Б564ПУ4-4,бК0.347.064ТУ7,кмоп,104,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
Б564-4,Б564ПУ4-4 ВК,АЕЯР.431200.150-07ТУ,кмоп,104,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
Б564-4,Б564ПУ6-4,бК0.347.064-24ТУ,кмоп,144,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
Б564-4,Б564ПУ7-4,бК0.347.064-30ТУ,кмоп,102,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
Б564-4,Б564ПУ7-4 ВК,АЕЯР.431200.150-30ТУ,кмоп,102,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
Б564-4,Б564ПУ8-4,бК0.347.064-30ТУ,кмоп,114,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
Б564-4,Б564ПУ8-4 ВК,АЕЯР.431200.150-30ТУ,кмоп,114,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
Б564-4,Б564ПУ9-4,бК0.347.064-36ТУ,кмоп,298,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
Б564-4,Б564СА1-4 ВК,АЕЯР.431200.150-22ТУ,кмоп,224,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
Б564-4,Б564ТВ1-4 ВК,АЕЯР.431200.150-14ТУ,кмоп,138,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
Б564-4,Б564ТЛ1-4 ВК,АЕЯР.431200.150-31ТУ,кмоп,88,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
Б564-4,Б564ТМ2-4,бК0.347.064-01ТУ,кмоп,124,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
Б564-4,Б564ТМ2-4 ВК,АЕЯР.431200.150-01ТУ,кмоп,124,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
Б564-4,Б564ТМ3-4 ВК,АЕЯР.431200.150-08ТУ,кмоп,151,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
Б564-4,Б564ТР2-4 ВК,АЕЯР.431200.150-08ТУ,кмоп,154,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
"Н564, Н564В",Н564АГ1В,бК0.347.064ТУ32,кмоп,199,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
"Н564, Н564В",Н564ГГ1 ММ,АЕЯР.431200.136-33ТУ,кмоп,142,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
"Н564, Н564В",Н564ИД1,бК0.347.064-11ТУ,кмоп,136,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
"Н564, Н564В",Н564ИД1В,бК0.347.064ТУ11/02,кмоп,161,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
"Н564, Н564В",Н564ИД1 ММ,АЕЯР.431200.136-11ТУ,кмоп,136,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
"Н564, Н564В",Н564ИД4,бК0.347.064ТУ27/04,кмоп,278,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
"Н564, Н564В",Н564ИД4В,бК0.347.064ТУ27,кмоп,347,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
"Н564, Н564В",Н564ИД5,бК0.347.064ТУ27/04,кмоп,302,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
"Н564, Н564В",Н564ИД5В,бК0.347.064ТУ27,кмоп,344,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
"Н564, Н564В",Н564ИЕ9,бК0.347.064-08ТУ,кмоп,168,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
"Н564, Н564В",Н564ИЕ9,бК0.347.064ТУ8/04,кмоп,168,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
"Н564, Н564В",Н564ИЕ9В,бК0.347.064ТУ8,кмоп,218,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
"Н564, Н564В",Н564ИЕ9 ММ,АЕЯР.431200.136-08ТУ,кмоп,168,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
"Н564, Н564В",Н564ИЕ10,бК0.347.064-09ТУ,кмоп,354,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
"Н564, Н564В",Н564ИЕ10,бК0.347.064ТУ9/04,кмоп,354,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
"Н564, Н564В",Н564ИЕ10В,бК0.347.064ТУ9,кмоп,375,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
"Н564, Н564В",Н564ИЕ10 ММ,АЕЯР.431200.136-09ТУ,кмоп,354,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
"Н564, Н564В",Н564ИЕ11,бК0.347.064-03ТУ,кмоп,319,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
"Н564, Н564В",Н564ИЕ11В,бК0.347.064ТУ3/02,кмоп,348,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
"Н564, Н564В",Н564ИЕ11 ММ,АЕЯР.431200.136-03ТУ,кмоп,319,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
"Н564, Н564В",Н564ИЕ14,бК0.347.064-16ТУ,кмоп,278,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
"Н564, Н564В",Н564ИЕ14В,бК0.347.064ТУ16/02,кмоп,278,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
"Н564, Н564В",Н564ИЕ14 ММ,АЕЯР.431200.136-16ТУ,кмоп,278,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
"Н564, Н564В",Н564ИЕ15,бК0.347.064-17ТУ,кмоп,1276,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
"Н564, Н564В",Н564ИЕ15В,бК0.347.064ТУ17/02,кмоп,1276,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
"Н564, Н564В",Н564ИЕ15 ММ,АЕЯР.431200.136-17ТУ,кмоп,1276,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
"Н564, Н564В",Н564ИК1,бК0.347.064-12ТУ,кмоп,138,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
"Н564, Н564В",Н564ИК1В,бК0.347.064ТУ12/02,кмоп,190,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
"Н564, Н564В",Н564ИК1 ММ,АЕЯР.431200.136-12ТУ,кмоп,138,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
"Н564, Н564В",Н564ИМ1,бК0.347.064-03ТУ,кмоп,243,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
"Н564, Н564В",Н564ИМ1В,бК0.347.064ТУ3/02,кмоп,243,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
"Н564, Н564В",Н564ИМ1 ММ,АЕЯР.431200.136-03ТУ,кмоп,243,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
"Н564, Н564В",Н564ИП2,бК0.347.064-09ТУ,кмоп,160,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
"Н564, Н564В",Н564ИП2,бК0.347.064ТУ9/04,кмоп,160,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
"Н564, Н564В",Н564ИП2В,бК0.347.064ТУ9,кмоп,189,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
